id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,20000,20000,20000.0, 36 months,9.16,637.49,B,B2,VP due diligence manager,3 years,RENT,210000.0,Source Verified,Feb-2016,Fully Paid,n,,,credit_card,Credit card refinancing,101xx,NY,6.59,0.0,Oct-1989,1.0,,,15.0,0.0,32148,77.5,21.0,w,0.0,0.0,21711.7326888647,21711.73,20000.0,1711.73,0.0,0.0,0.0,Mar-2017,14082.21,,Nov-2018,0.0,,1,Individual,,,,0.0,0.0,32148.0,0.0,0.0,0.0,0.0,214.0,0.0,,0.0,2.0,7339.0,78.0,41500.0,0.0,0.0,2.0,2.0,3215.0,1646.0,92.7,0.0,0.0,214.0,141.0,13.0,13.0,0.0,35.0,,2.0,,0.0,6.0,10.0,6.0,10.0,1.0,13.0,18.0,10.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,41500.0,32148.0,22600.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,10.9,163.46,B,B4,cook,1 year,OWN,23500.0,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,305xx,GA,32.43,0.0,Nov-2009,0.0,,,16.0,0.0,8660,35.8,43.0,w,3640.91,3640.91,1795.03,1795.03,1359.09,435.94,0.0,0.0,0.0,Feb-2019,163.46,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,445.0,10052.0,2.0,2.0,1.0,3.0,9.0,1392.0,21.0,3.0,5.0,2253.0,33.0,24200.0,1.0,0.0,1.0,8.0,628.0,7512.0,39.4,0.0,0.0,100.0,83.0,0.0,0.0,0.0,2.0,,11.0,,0.0,4.0,7.0,8.0,12.0,22.0,14.0,21.0,7.0,16.0,0.0,0.0,0.0,4.0,100.0,12.5,0.0,0.0,30797.0,10052.0,12400.0,6597.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 60 months,14.08,233.1,C,C3,Senior Electronics Technician,4 years,OWN,75000.0,Verified,Aug-2017,Current,n,,,debt_consolidation,Debt consolidation,301xx,GA,23.95,0.0,Aug-2008,0.0,,,15.0,0.0,19453,97.3,23.0,w,7694.78,7694.78,4187.98,4187.98,2305.22,1882.76,0.0,0.0,0.0,Feb-2019,233.1,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,163420.0,0.0,10.0,0.0,1.0,20.0,41882.0,70.0,0.0,1.0,9849.0,77.0,20000.0,0.0,0.0,0.0,3.0,10895.0,547.0,97.3,0.0,0.0,108.0,107.0,13.0,13.0,1.0,13.0,,18.0,,0.0,4.0,4.0,4.0,4.0,17.0,4.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,184553.0,61335.0,20000.0,60053.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000.0, 60 months,25.81,894.85,E,E4,Shift manager,9 years,MORTGAGE,85000.0,Verified,Jun-2018,Current,n,,,debt_consolidation,Debt consolidation,913xx,CA,33.87,0.0,May-2004,1.0,63.0,,19.0,0.0,34197,54.2,24.0,w,27848.47,27848.47,7416.9,7416.9,2151.53,5265.37,0.0,0.0,0.0,Feb-2019,894.85,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,53341.0,0.0,4.0,1.0,2.0,10.0,17010.0,42.0,3.0,6.0,7325.0,50.0,63100.0,2.0,1.0,4.0,8.0,2807.0,13913.0,63.7,0.0,0.0,103.0,168.0,8.0,8.0,0.0,8.0,,6.0,,0.0,6.0,11.0,9.0,9.0,7.0,14.0,16.0,11.0,19.0,0.0,0.0,0.0,4.0,100.0,55.6,0.0,0.0,106660.0,53341.0,38300.0,40309.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,12.73,335.65,B,B5,Payment Integrity,7 years,RENT,40000.0,Not Verified,Sep-2018,Current,n,,,credit_card,Credit card refinancing,547xx,WI,32.73,0.0,Aug-2008,1.0,,,14.0,0.0,8610,27.3,21.0,w,8827.55,8827.55,1671.18,1671.18,1172.45,498.73,0.0,0.0,0.0,Feb-2019,335.65,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,48405.0,0.0,5.0,1.0,1.0,7.0,39795.0,83.0,0.0,0.0,4772.0,61.0,31500.0,1.0,0.0,4.0,1.0,3458.0,19039.0,25.6,0.0,0.0,121.0,63.0,26.0,7.0,0.0,26.0,,2.0,,0.0,3.0,4.0,6.0,6.0,10.0,9.0,11.0,4.0,14.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,79693.0,48405.0,25600.0,48193.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15975,15975,15975.0, 36 months,8.39,503.48,B,B1,Master Trooper,10+ years,MORTGAGE,60000.0,Not Verified,Mar-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,670xx,KS,26.2,0.0,Sep-1998,0.0,,,11.0,0.0,29670,58.3,18.0,w,0.0,0.0,17939.5871440829,17939.59,15975.0,1964.59,0.0,0.0,0.0,May-2018,5360.04,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,122964.0,0.0,1.0,0.0,0.0,34.0,14441.0,57.0,0.0,1.0,7313.0,58.0,50900.0,0.0,0.0,0.0,1.0,12296.0,17230.0,63.3,0.0,0.0,139.0,210.0,14.0,14.0,2.0,89.0,,,,0.0,6.0,6.0,8.0,9.0,6.0,9.0,10.0,6.0,11.0,0.0,0.0,0.0,0.0,100.0,42.9,0.0,0.0,164375.0,44111.0,46900.0,25475.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,4750.0, 36 months,14.33,171.7,C,C5,Rehab Clinician,2 years,RENT,38000.0,Verified,Nov-2015,Fully Paid,n,,,major_purchase,Major purchase,770xx,TX,30.56,0.0,Oct-2007,1.0,,,35.0,0.0,22612,70.0,42.0,f,0.0,0.0,5930.0313374084,5633.53,5000.0,930.03,0.0,0.0,0.0,Sep-2017,318.36,,Oct-2017,0.0,,1,Individual,,,,0.0,0.0,143464.0,,,,,,,,,,,,32300.0,,,,15.0,4099.0,8441.0,72.0,0.0,0.0,97.0,97.0,6.0,3.0,0.0,13.0,,1.0,,0.0,11.0,11.0,11.0,11.0,29.0,13.0,13.0,12.0,35.0,0.0,0.0,0.0,5.0,100.0,90.9,0.0,0.0,151356.0,143464.0,30100.0,119056.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,10.99,163.67,B,B4,licensed nurse,10+ years,MORTGAGE,80000.0,Verified,Nov-2015,Fully Paid,n,,,other,Other,891xx,NV,14.61,0.0,Jul-1996,0.0,69.0,56.0,9.0,1.0,5302,44.6,23.0,f,0.0,0.0,5889.066115793,5889.07,5000.0,889.07,0.0,0.0,0.0,Nov-2018,163.67,,Nov-2018,0.0,69.0,1,Individual,,,,0.0,1231.0,300316.0,,,,,,,,,,,,11900.0,,,,6.0,37540.0,2122.0,46.9,0.0,0.0,117.0,146.0,9.0,9.0,4.0,13.0,69.0,9.0,69.0,1.0,1.0,2.0,2.0,5.0,5.0,6.0,13.0,2.0,9.0,0.0,0.0,0.0,1.0,95.5,50.0,1.0,0.0,340027.0,20734.0,4000.0,43390.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8400,8400,8400.0, 36 months,19.03,308.04,D,D3,SECRETARY,10+ years,RENT,40000.0,Source Verified,May-2017,Current,n,,,credit_card,Credit card refinancing,113xx,NY,12.66,0.0,Nov-1997,0.0,72.0,,9.0,0.0,10639,94.2,12.0,w,4083.46,4083.46,6430.18,6430.18,4316.54,2113.64,0.0,0.0,0.0,Feb-2019,308.04,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,12496.0,0.0,2.0,0.0,0.0,180.0,1857.0,28.0,1.0,4.0,2943.0,70.0,11300.0,1.0,0.0,1.0,4.0,1388.0,255.0,97.0,0.0,0.0,180.0,234.0,10.0,10.0,0.0,10.0,,9.0,,1.0,4.0,7.0,4.0,4.0,4.0,7.0,8.0,7.0,9.0,0.0,0.0,0.0,1.0,75.0,100.0,0.0,0.0,17925.0,12496.0,8400.0,6625.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,31500,31500,31500.0, 60 months,13.49,724.65,C,C2,Program Manager,10+ years,RENT,152300.0,Not Verified,Jan-2017,Current,n,,,debt_consolidation,Debt consolidation,750xx,TX,14.84,0.0,Jan-1995,2.0,,,15.0,0.0,45801,71.5,42.0,f,20873.67,20873.67,18092.64,18092.64,10626.33,7466.31,0.0,0.0,0.0,Feb-2019,724.65,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,168177.0,0.0,3.0,1.0,5.0,7.0,122376.0,,0.0,2.0,12115.0,72.0,64100.0,0.0,1.0,3.0,7.0,11212.0,17799.0,72.0,0.0,0.0,138.0,264.0,16.0,7.0,6.0,16.0,,1.0,,0.0,7.0,7.0,11.0,18.0,16.0,12.0,20.0,7.0,15.0,0.0,0.0,0.0,1.0,100.0,63.6,0.0,0.0,192854.0,168177.0,63600.0,128754.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000.0, 60 months,19.99,317.86,E,E3,Network Analyst,10+ years,OWN,52000.0,Source Verified,Jan-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,782xx,TX,21.26,0.0,Nov-1999,0.0,36.0,,14.0,0.0,13772,55.5,16.0,w,0.0,0.0,18440.67715451,18440.68,12000.0,6440.68,0.0,0.0,0.0,Oct-2018,4799.35,,Oct-2018,0.0,,1,Individual,,,,0.0,0.0,163286.0,,,,,,,,,,,,24800.0,,,,6.0,12560.0,665.0,78.5,0.0,0.0,70.0,182.0,1.0,1.0,1.0,18.0,,7.0,,0.0,2.0,9.0,2.0,2.0,3.0,11.0,12.0,9.0,14.0,0.0,0.0,0.0,2.0,93.3,50.0,0.0,0.0,192217.0,38090.0,3100.0,31232.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4500,4500,4500.0, 36 months,15.02,156.04,C,C3,Department Manager,8 years,MORTGAGE,50000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,434xx,OH,18.41,0.0,Apr-2012,2.0,,,10.0,0.0,6930,44.1,12.0,w,4093.59,4093.59,620.4,620.4,406.41,213.99,0.0,0.0,0.0,Feb-2019,156.04,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,51.0,24037.0,2.0,1.0,1.0,2.0,4.0,17107.0,72.0,2.0,2.0,1798.0,61.0,15700.0,2.0,0.0,3.0,4.0,2404.0,4488.0,28.8,0.0,0.0,25.0,78.0,1.0,1.0,0.0,30.0,,0.0,,0.0,3.0,9.0,3.0,3.0,3.0,9.0,9.0,9.0,10.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,39457.0,24037.0,6300.0,23757.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,16000,16000,15975.0, 60 months,13.98,372.13,C,C1,TEAM LEAD,10+ years,MORTGAGE,130000.0,Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,070xx,NJ,12.09,0.0,Jan-2000,1.0,51.0,,19.0,0.0,23347,49.6,32.0,f,0.0,0.0,22330.3030493416,22295.41,16000.0,6330.3,0.0,0.0,0.0,Dec-2018,374.63,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,423228.0,,,,,,,,,,,,47100.0,,,,2.0,22275.0,4643.0,78.7,0.0,0.0,159.0,167.0,14.0,14.0,2.0,26.0,,4.0,,0.0,9.0,13.0,9.0,13.0,8.0,16.0,22.0,13.0,19.0,0.0,0.0,0.0,0.0,96.8,66.7,0.0,0.0,475707.0,34930.0,21800.0,20820.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6375,6375,6375.0, 36 months,7.9,199.48,A,A4,Rapides Parish School Board,10+ years,OWN,50000.0,Source Verified,Nov-2012,Fully Paid,n,,,debt_consolidation,Debt Consolidation,713xx,LA,18.5,0.0,Mar-1993,2.0,29.0,,14.0,0.0,13469,37.9,31.0,f,0.0,0.0,7181.0925677693,7181.09,6375.0,806.09,0.0,0.0,0.0,Nov-2015,199.29,,Feb-2019,0.0,,1,Individual,,,,0.0,66.0,205034.0,,,,,,,,,,,,35500.0,,,,5.0,15772.0,13843.0,39.3,0.0,0.0,239.0,222.0,2.0,2.0,2.0,2.0,29.0,4.0,29.0,0.0,3.0,6.0,5.0,15.0,9.0,8.0,20.0,6.0,14.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,258603.0,46164.0,22800.0,43703.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,14.65,344.95,C,C5,cna,10+ years,RENT,36000.0,Verified,Sep-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,968xx,HI,24.97,0.0,Jun-2005,0.0,,,5.0,0.0,7131,76.7,6.0,f,0.0,0.0,12407.4743842619,12407.47,10000.0,2407.47,0.0,0.0,0.0,Aug-2018,687.31,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,24379.0,,,,,,,,,,,,9300.0,,,,2.0,4876.0,1977.0,72.9,0.0,0.0,25.0,123.0,87.0,8.0,0.0,87.0,,,,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,30245.0,24379.0,7300.0,20945.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 36 months,16.99,534.72,D,D1,Finance Manager,10+ years,MORTGAGE,125000.0,Not Verified,Feb-2014,Fully Paid,n,,  Borrower added on 01/31/14 > Pay taxes and home improvements<br>,other,Other,190xx,PA,6.52,0.0,Nov-1997,1.0,,116.0,9.0,1.0,8607,46.8,18.0,f,0.0,0.0,17074.1425222398,17074.14,15000.0,2074.14,0.0,0.0,0.0,Jan-2015,11726.94,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,229170.0,,,,,,,,,,,,18400.0,,,,3.0,28646.0,5554.0,60.3,0.0,0.0,194.0,171.0,24.0,3.0,1.0,41.0,,3.0,,0.0,2.0,3.0,2.0,5.0,3.0,7.0,14.0,3.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,241905.0,33262.0,14000.0,25505.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000.0, 36 months,14.08,102.65,C,C3,store manager,10+ years,MORTGAGE,45000.0,Verified,Sep-2017,Current,n,,,home_improvement,Home improvement,751xx,TX,22.86,0.0,Jun-2008,0.0,,,14.0,0.0,19719,55.9,18.0,f,1739.14,1739.14,1749.82,1749.82,1260.86,488.96,0.0,0.0,0.0,Feb-2019,109.77,Mar-2019,Sep-2018,0.0,,1,Individual,,,,0.0,0.0,176609.0,0.0,1.0,0.0,1.0,14.0,12730.0,80.0,1.0,6.0,3332.0,63.0,35300.0,2.0,3.0,3.0,9.0,12615.0,13899.0,52.9,0.0,0.0,111.0,42.0,12.0,8.0,1.0,17.0,,9.0,,0.0,10.0,11.0,10.0,11.0,3.0,12.0,13.0,11.0,14.0,0.0,0.0,0.0,2.0,100.0,10.0,0.0,0.0,196486.0,32449.0,29500.0,15867.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months,10.72,652.13,B,B2,,< 1 year,RENT,120000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,11.8,1.0,Feb-2012,2.0,18.0,86.0,16.0,1.0,17089,48.7,19.0,w,19048.84,19048.84,1292.35,1292.35,951.16,341.19,0.0,0.0,0.0,Feb-2019,652.13,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,34763.0,1.0,1.0,1.0,1.0,9.0,17674.0,84.0,3.0,6.0,2204.0,62.0,35100.0,6.0,1.0,6.0,7.0,2173.0,7403.0,61.6,0.0,0.0,37.0,82.0,4.0,4.0,0.0,11.0,,1.0,,0.0,8.0,13.0,9.0,9.0,2.0,15.0,17.0,13.0,16.0,0.0,0.0,0.0,4.0,94.7,22.2,1.0,0.0,56182.0,34763.0,19300.0,21082.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6000,6000,5750.0, 36 months,7.89,187.72,A,A5,Staff,4 years,RENT,25000.0,Source Verified,Jun-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,481xx,MI,3.74,0.0,Mar-1999,1.0,,84.0,4.0,1.0,2176,13.9,8.0,f,0.0,0.0,6538.048992055,6265.63,6000.0,538.05,0.0,0.0,0.0,Nov-2017,3539.79,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,4908.0,1.0,1.0,0.0,0.0,123.0,2732.0,40.0,1.0,1.0,2169.0,22.0,15700.0,0.0,1.0,1.0,1.0,1227.0,13524.0,13.9,0.0,0.0,206.0,131.0,5.0,5.0,0.0,5.0,,5.0,,0.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,22568.0,4908.0,15700.0,6868.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000.0, 60 months,11.55,880.71,B,B4,Sr. Content Creator,1 year,MORTGAGE,90000.0,Verified,Oct-2018,Current,n,,,home_improvement,Home improvement,981xx,WA,35.41,0.0,Jan-2004,0.0,,,13.0,0.0,31013,38.9,18.0,w,37988.35,37988.35,3458.67,3458.67,2011.65,1447.02,0.0,0.0,0.0,Feb-2019,880.71,Mar-2019,Feb-2019,0.0,,1,Joint App,232000.0,14.72,Verified,0.0,0.0,760435.0,3.0,2.0,1.0,1.0,2.0,101753.0,28.0,1.0,2.0,8370.0,36.0,79700.0,2.0,0.0,4.0,5.0,58495.0,48087.0,39.2,0.0,0.0,139.0,176.0,2.0,2.0,1.0,2.0,,3.0,,0.0,5.0,5.0,8.0,9.0,4.0,9.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,822156.0,132766.0,79100.0,109500.0,137366.0,Jan-2004,0.0,1.0,10.0,37.9,1.0,7.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000.0, 36 months,13.49,610.75,C,C2,"Director, Strategy",1 year,RENT,120000.0,Source Verified,Oct-2016,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,9.21,0.0,Aug-2003,1.0,60.0,,6.0,0.0,22406,76.2,16.0,w,4647.74,4647.74,16999.82,16999.82,13352.26,3647.56,0.0,0.0,0.0,Feb-2019,610.75,Mar-2019,Feb-2019,0.0,60.0,1,Individual,,,,0.0,0.0,30328.0,0.0,1.0,0.0,0.0,119.0,7922.0,37.0,0.0,2.0,8292.0,60.0,29400.0,0.0,0.0,1.0,2.0,5055.0,4231.0,84.1,0.0,0.0,119.0,158.0,20.0,20.0,0.0,20.0,60.0,0.0,60.0,0.0,3.0,4.0,3.0,8.0,1.0,5.0,15.0,4.0,6.0,0.0,0.0,0.0,0.0,68.8,66.7,0.0,0.0,50985.0,30328.0,26600.0,21585.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,13975.0, 36 months,10.16,452.8,B,B1,Gammage Burnham,2 years,MORTGAGE,154000.0,Not Verified,Mar-2013,Fully Paid,n,,,debt_consolidation,Consolidate,852xx,AZ,15.54,0.0,Nov-1996,0.0,44.0,,14.0,0.0,15614,61.0,54.0,f,0.0,0.0,15230.239385991,15203.04,14000.0,1230.24,0.0,0.0,0.0,Mar-2014,10257.23,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,370086.0,,,,,,,,,,,,25600.0,,,,11.0,26435.0,2879.0,79.4,0.0,0.0,198.0,131.0,5.0,5.0,1.0,5.0,44.0,9.0,44.0,0.0,4.0,7.0,4.0,13.0,27.0,10.0,25.0,7.0,13.0,0.0,0.0,0.0,5.0,90.0,75.0,0.0,0.0,397595.0,31449.0,14000.0,27184.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,31450,31450,31450.0, 60 months,25.99,941.45,G,G4,engineer,10+ years,MORTGAGE,75000.0,Verified,May-2014,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,20.3,2.0,Mar-1998,3.0,8.0,,13.0,0.0,17729,80.6,42.0,f,2705.33,2705.33,53662.65,53662.65,28744.67,24917.98,0.0,0.0,0.0,Feb-2019,941.45,Mar-2019,Feb-2019,0.0,17.0,1,Individual,,,,0.0,0.0,202682.0,,,,,,,,,,,,22000.0,,,,7.0,15591.0,2424.0,76.7,0.0,0.0,102.0,187.0,21.0,5.0,4.0,21.0,70.0,1.0,8.0,1.0,5.0,8.0,5.0,15.0,13.0,10.0,25.0,8.0,13.0,0.0,0.0,1.0,3.0,90.5,40.0,0.0,0.0,225453.0,43016.0,10400.0,28453.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000.0, 36 months,10.64,521.1,B,B4,Relationship Manager ,5 years,OWN,100000.0,Source Verified,Dec-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,770xx,TX,13.26,0.0,Oct-1998,0.0,,,10.0,0.0,52298,67.7,26.0,w,0.0,0.0,18533.7581609557,18533.76,16000.0,2533.76,0.0,0.0,0.0,Feb-2018,5515.72,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,52298.0,0.0,0.0,0.0,0.0,76.0,0.0,,0.0,1.0,17926.0,68.0,77300.0,0.0,0.0,3.0,1.0,6537.0,23204.0,68.8,0.0,0.0,156.0,206.0,16.0,16.0,6.0,16.0,,3.0,,0.0,5.0,6.0,7.0,13.0,4.0,10.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,77300.0,52298.0,74300.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,12.99,336.9,B,B4,paramedic,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2013,Fully Paid,n,,,debt_consolidation,consolidation loan,307xx,GA,9.04,0.0,Nov-2009,1.0,,,12.0,0.0,5833,38.4,21.0,w,0.0,0.0,12128.0219326026,12128.02,10000.0,2128.02,0.0,0.0,0.0,Dec-2016,336.52,,Dec-2016,0.0,,1,Individual,,,,0.0,565.0,84713.0,,,,,,,,,,,,15200.0,,,,10.0,7059.0,2676.0,33.1,0.0,0.0,48.0,42.0,9.0,6.0,1.0,9.0,,6.0,,0.0,1.0,5.0,1.0,1.0,7.0,9.0,13.0,5.0,12.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,104539.0,12813.0,4000.0,15698.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9000,9000,9000.0, 36 months,12.79,302.34,C,C1,Xray ,1 year,RENT,35000.0,Source Verified,Jul-2016,Current,n,,,debt_consolidation,Debt consolidation,550xx,MN,17.08,0.0,Jul-2006,0.0,,,11.0,0.0,9949,65.0,25.0,w,1464.38,1464.38,9327.77,9327.77,7535.62,1792.15,0.0,0.0,0.0,Feb-2019,302.34,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,63972.0,0.0,3.0,1.0,4.0,10.0,54023.0,108.0,0.0,0.0,5474.0,98.0,15300.0,1.0,0.0,0.0,4.0,5816.0,1851.0,84.3,0.0,0.0,75.0,120.0,26.0,10.0,0.0,41.0,,23.0,,0.0,4.0,4.0,4.0,5.0,8.0,8.0,17.0,4.0,11.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,65391.0,63972.0,11800.0,50091.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8800,8800,8800.0, 36 months,10.99,288.06,B,B4,Executive Assistant,10+ years,RENT,76000.0,Not Verified,Mar-2015,Fully Paid,n,,,credit_card,Credit card refinancing,950xx,CA,10.12,0.0,Jun-2005,1.0,28.0,,21.0,0.0,10424,25.1,38.0,f,0.0,0.0,9220.98,9220.98,8800.0,420.98,0.0,0.0,0.0,Aug-2015,8074.11,,Aug-2015,0.0,,1,Individual,,,,0.0,0.0,26043.0,,,,,,,,,,,,41500.0,,,,9.0,1447.0,20925.0,32.9,0.0,0.0,48.0,117.0,1.0,1.0,0.0,1.0,36.0,1.0,28.0,0.0,6.0,7.0,9.0,17.0,3.0,20.0,35.0,7.0,21.0,0.0,0.0,0.0,4.0,89.5,22.2,0.0,0.0,64028.0,26043.0,31200.0,22528.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
