id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,40000,40000,40000.0, 60 months,13.59,922.25,C,C2,Manager,4 years,RENT,110000.0,Not Verified,Feb-2018,Current,n,,,debt_consolidation,Debt consolidation,333xx,FL,24.16,0.0,Apr-1987,0.0,30.0,,6.0,0.0,15258,69.4,14.0,w,34004.68,34004.68,11006.6,11006.6,5995.32,5011.28,0.0,0.0,0.0,Feb-2019,922.25,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,367518.0,0.0,1.0,0.0,0.0,53.0,6758.0,19.0,0.0,0.0,8911.0,49.0,22000.0,0.0,2.0,0.0,0.0,61253.0,6742.0,69.4,0.0,0.0,131.0,369.0,109.0,47.0,2.0,126.0,71.0,20.0,71.0,0.0,2.0,2.0,2.0,5.0,3.0,2.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,78.6,50.0,0.0,0.0,449701.0,48097.0,22000.0,35000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000.0, 36 months,12.99,235.83,C,C2,,,RENT,49200.0,Not Verified,Mar-2016,Fully Paid,n,,,debt_consolidation,,662xx,KS,20.24,0.0,Jun-1996,1.0,,70.0,7.0,1.0,10169,37.4,24.0,w,0.0,0.0,7588.66,7588.66,7000.0,588.66,0.0,0.0,0.0,Dec-2016,57.29,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,28050.0,1.0,0.0,0.0,1.0,14.0,17881.0,72.0,3.0,3.0,6289.0,54.0,27200.0,2.0,2.0,1.0,4.0,4007.0,15262.0,30.9,0.0,0.0,139.0,237.0,3.0,3.0,1.0,3.0,,1.0,,0.0,2.0,4.0,3.0,5.0,11.0,6.0,12.0,4.0,7.0,0.0,0.0,0.0,3.0,100.0,33.3,1.0,0.0,52196.0,28050.0,22100.0,24996.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17500,17500,17500.0, 60 months,11.53,385.14,B,B5,case manager,2 years,RENT,40000.0,Verified,Jul-2015,Charged Off,n,,,credit_card,Credit card refinancing,828xx,WY,33.78,0.0,Oct-1994,1.0,70.0,,12.0,0.0,11907,41.0,44.0,w,0.0,0.0,12645.77,12645.77,8379.29,4266.48,0.0,0.0,0.0,Apr-2018,385.14,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,80033.0,,,,,,,,,,,,29000.0,,,,8.0,6669.0,4610.0,47.0,0.0,0.0,142.0,248.0,4.0,4.0,1.0,4.0,70.0,4.0,70.0,0.0,5.0,8.0,6.0,7.0,24.0,8.0,19.0,6.0,12.0,,0.0,0.0,5.0,98.0,20.0,0.0,0.0,102956.0,80033.0,23050.0,73956.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000.0, 60 months,14.46,564.18,C,C4,operator,10+ years,MORTGAGE,62000.0,Not Verified,May-2016,Current,n,,,debt_consolidation,Debt consolidation,530xx,WI,26.02,0.0,May-1998,0.0,,,8.0,0.0,12730,72.3,31.0,w,12937.14,12937.14,18743.26,18743.26,11062.86,7680.4,0.0,0.0,0.0,Feb-2019,564.18,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,139554.0,1.0,2.0,1.0,2.0,12.0,39484.0,83.0,1.0,1.0,5466.0,80.0,17600.0,2.0,0.0,8.0,3.0,17444.0,1316.0,88.1,0.0,0.0,129.0,215.0,6.0,6.0,1.0,32.0,,6.0,,0.0,3.0,5.0,3.0,4.0,23.0,5.0,7.0,5.0,8.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,162959.0,52214.0,11100.0,47711.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000.0, 60 months,14.08,582.75,C,C3,Employment Program Manager,10+ years,MORTGAGE,115000.0,Verified,Jun-2017,Fully Paid,n,,,debt_consolidation,Debt consolidation,951xx,CA,12.47,5.0,Nov-1993,0.0,5.0,,8.0,0.0,9266,68.6,16.0,w,0.0,0.0,28230.850239092,28230.85,25000.0,3230.85,0.0,0.0,0.0,Jun-2018,67.65,,Feb-2019,0.0,5.0,1,Individual,,,,0.0,0.0,502618.0,0.0,1.0,1.0,1.0,11.0,9941.0,83.0,0.0,0.0,9264.0,75.0,13500.0,1.0,1.0,1.0,1.0,62827.0,4134.0,69.1,1.0,0.0,134.0,283.0,65.0,11.0,2.0,65.0,15.0,11.0,15.0,3.0,2.0,2.0,4.0,8.0,4.0,5.0,10.0,2.0,8.0,0.0,0.0,3.0,1.0,62.5,25.0,0.0,0.0,609750.0,19207.0,13400.0,12000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 36 months,6.11,457.08,A,A1,Software Engineer II,< 1 year,RENT,130000.0,Not Verified,Sep-2018,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,14.52,0.0,Oct-2011,2.0,,,23.0,0.0,15945,33.5,23.0,w,13465.51,13465.51,1861.42,1861.42,1534.49,326.93,0.0,0.0,0.0,Feb-2019,457.08,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,46249.0,2.0,10.0,1.0,2.0,6.0,30304.0,60.0,3.0,6.0,3663.0,47.0,47600.0,0.0,0.0,2.0,8.0,2011.0,18295.0,36.3,0.0,0.0,83.0,73.0,6.0,6.0,0.0,7.0,,6.0,,0.0,5.0,7.0,7.0,7.0,10.0,13.0,13.0,7.0,23.0,0.0,0.0,0.0,4.0,100.0,14.3,0.0,0.0,98100.0,46249.0,28700.0,50500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000.0, 36 months,7.35,465.57,A,A4,Trooper,10+ years,OWN,64500.0,Verified,Sep-2017,Current,n,,,home_improvement,Home improvement,855xx,AZ,11.53,0.0,Jul-2005,0.0,,,5.0,0.0,3683,85.7,17.0,w,8738.2,8738.2,7468.61,7468.61,6261.8,1206.81,0.0,0.0,0.0,Feb-2019,465.57,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,31191.0,0.0,3.0,0.0,2.0,22.0,27508.0,68.0,0.0,1.0,0.0,70.0,4300.0,0.0,12.0,0.0,3.0,6238.0,,,0.0,0.0,146.0,59.0,23.0,22.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,14.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,44629.0,31191.0,0.0,40329.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600.0, 36 months,5.32,289.11,A,A1,,,MORTGAGE,70000.0,Not Verified,May-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,546xx,WI,18.91,0.0,Sep-2002,0.0,43.0,66.0,7.0,4.0,11557,56.1,16.0,f,0.0,0.0,10356.3385965913,10356.34,9600.0,756.34,0.0,0.0,0.0,Aug-2018,2842.32,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,132177.0,2.0,2.0,1.0,2.0,6.0,29524.0,86.0,0.0,0.0,7610.0,75.0,20600.0,0.0,0.0,4.0,3.0,22030.0,9043.0,56.1,0.0,0.0,129.0,163.0,35.0,6.0,5.0,96.0,43.0,6.0,43.0,0.0,2.0,2.0,3.0,4.0,5.0,4.0,6.0,2.0,7.0,0.0,0.0,0.0,2.0,68.7,0.0,0.0,0.0,148136.0,41081.0,20600.0,34536.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,12.79,452.92,C,C1,warehouse ,10+ years,MORTGAGE,49000.0,Not Verified,Aug-2016,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,14.13,0.0,Feb-1997,0.0,,,7.0,0.0,13113,52.0,12.0,f,11576.82,11576.82,13559.18,13559.18,8423.18,5136.0,0.0,0.0,0.0,Feb-2019,452.92,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,151.0,15559.0,0.0,1.0,0.0,0.0,34.0,2446.0,47.0,0.0,0.0,4857.0,51.0,25200.0,0.0,0.0,0.0,0.0,2223.0,3375.0,65.6,0.0,0.0,114.0,234.0,26.0,26.0,0.0,75.0,,,,0.0,2.0,5.0,2.0,4.0,3.0,6.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,30413.0,15559.0,9800.0,5213.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months,7.35,620.75,A,A4,Command Language Program Administrator,7 years,MORTGAGE,134000.0,Verified,May-2017,Current,n,,,major_purchase,Major purchase,325xx,FL,9.86,0.0,Jan-2005,1.0,,,9.0,0.0,34505,54.7,23.0,f,8870.32,8870.32,13019.42,13019.42,11129.68,1889.74,0.0,0.0,0.0,Feb-2019,620.75,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,363553.0,0.0,1.0,0.0,1.0,24.0,23581.0,71.0,0.0,1.0,9054.0,60.0,63100.0,0.0,3.0,3.0,3.0,40395.0,26046.0,38.7,0.0,0.0,130.0,148.0,23.0,7.0,7.0,23.0,,5.0,,0.0,3.0,4.0,4.0,5.0,7.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,411280.0,58086.0,42500.0,33248.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000.0, 36 months,10.75,195.73,B,B4,,,RENT,24000.0,Verified,May-2016,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,19.85,0.0,Apr-2005,2.0,,,12.0,0.0,16259,52.5,16.0,w,576.52,576.52,6455.51,6455.51,5423.48,1032.03,0.0,0.0,0.0,Feb-2019,195.73,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,16259.0,2.0,0.0,0.0,0.0,,0.0,,3.0,3.0,10910.0,53.0,44400.0,0.0,0.0,2.0,3.0,1355.0,25455.0,54.0,0.0,0.0,,132.0,4.0,4.0,0.0,5.0,,1.0,,0.0,6.0,9.0,8.0,9.0,0.0,12.0,16.0,9.0,12.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,44400.0,16259.0,39500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,19950.0, 36 months,7.9,625.81,A,A4,D.shumacher companies,9 years,MORTGAGE,94500.0,Verified,Aug-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,017xx,MA,15.62,1.0,Aug-1998,0.0,5.0,,17.0,0.0,26462,35.8,32.0,f,0.0,0.0,22528.9608531464,22472.64,20000.0,2528.96,0.0,0.0,0.0,Aug-2016,625.61,,Nov-2018,0.0,,1,Individual,,,,0.0,0.0,459180.0,,,,,,,,,,,,73879.0,,,,2.0,27011.0,26988.0,48.4,0.0,0.0,125.0,182.0,20.0,10.0,8.0,20.0,5.0,8.0,5.0,0.0,6.0,7.0,8.0,11.0,5.0,13.0,19.0,7.0,17.0,0.0,0.0,0.0,1.0,96.0,37.5,0.0,0.0,577489.0,50276.0,52279.0,33860.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000.0, 36 months,5.32,210.81,A,A1,Sales,4 years,MORTGAGE,40000.0,Not Verified,Aug-2017,Current,n,,,credit_card,Credit card refinancing,871xx,NM,14.07,0.0,Jul-2005,0.0,,,8.0,0.0,7072,38.2,13.0,w,3639.15,3639.15,3792.51,3792.51,3360.85,431.66,0.0,0.0,0.0,Feb-2019,210.81,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,172884.0,1.0,1.0,0.0,0.0,25.0,11175.0,70.0,1.0,3.0,2363.0,53.0,18500.0,0.0,2.0,1.0,4.0,21611.0,11428.0,38.2,0.0,0.0,86.0,144.0,11.0,3.0,1.0,11.0,,5.0,,0.0,5.0,5.0,6.0,7.0,3.0,6.0,9.0,5.0,8.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,189414.0,18247.0,18500.0,16068.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000.0, 60 months,16.02,729.87,C,C5,Dispatcher,< 1 year,RENT,37822.0,Source Verified,Aug-2017,Current,n,,,debt_consolidation,Debt consolidation,689xx,NE,20.6,0.0,Oct-1988,1.0,,82.0,11.0,1.0,11460,21.6,22.0,w,23348.19,23348.19,13110.96,13110.96,6651.81,6459.15,0.0,0.0,0.0,Feb-2019,729.87,Mar-2019,Feb-2019,0.0,,1,Joint App,74092.0,12.55,Source Verified,0.0,0.0,23411.0,1.0,2.0,1.0,1.0,3.0,11951.0,47.0,0.0,3.0,7857.0,30.0,53100.0,0.0,0.0,1.0,4.0,2128.0,26864.0,29.7,0.0,0.0,84.0,346.0,16.0,3.0,0.0,17.0,,0.0,,0.0,4.0,5.0,4.0,12.0,3.0,9.0,19.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,78535.0,23411.0,38200.0,25435.0,21716.0,Oct-1988,2.0,0.0,7.0,56.2,2.0,14.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,10.99,327.34,B,B3,Bradford County Mental Health,10+ years,MORTGAGE,41000.0,Not Verified,May-2011,Fully Paid,n,,,home_improvement,Home Improvement Loan,169xx,PA,13.49,0.0,Apr-1999,6.0,,,10.0,0.0,17933,52.6,26.0,f,0.0,0.0,10181.810978708898,10181.81,10000.0,181.81,0.0,0.0,0.0,Aug-2011,9856.03,,Jul-2011,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11200,11200,11200.0, 36 months,11.99,371.95,B,B3,Regional Sales Director,8 years,RENT,250000.0,Verified,Nov-2013,Fully Paid,n,,,credit_card,Credit card refinancing,105xx,NY,3.87,0.0,Jul-1997,4.0,67.0,,15.0,0.0,6861,28.4,25.0,f,0.0,0.0,12198.9742348188,12198.97,11200.0,998.97,0.0,0.0,0.0,Sep-2014,8851.57,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,18745.0,,,,,,,,,,,,24200.0,,,,2.0,1250.0,7769.0,37.3,0.0,0.0,156.0,195.0,15.0,11.0,1.0,30.0,,0.0,,0.0,6.0,8.0,9.0,11.0,5.0,14.0,19.0,8.0,15.0,0.0,0.0,0.0,1.0,92.0,22.2,0.0,0.0,40753.0,18745.0,12400.0,16553.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,9.16,159.38,B,B2,Investigator,< 1 year,RENT,50000.0,Source Verified,Mar-2016,Current,n,,,debt_consolidation,Debt consolidation,954xx,CA,19.66,0.0,Sep-2004,0.0,27.0,,8.0,0.0,7451,68.4,19.0,w,157.89,157.89,5575.76,5575.76,4842.11,733.65,0.0,0.0,0.0,Feb-2019,159.38,Mar-2019,Feb-2019,0.0,27.0,1,Individual,,,,0.0,0.0,38607.0,0.0,2.0,1.0,1.0,8.0,31156.0,81.0,1.0,2.0,1657.0,79.0,10900.0,2.0,2.0,4.0,3.0,4826.0,1506.0,62.3,0.0,0.0,75.0,138.0,7.0,7.0,0.0,7.0,27.0,7.0,27.0,1.0,2.0,6.0,2.0,6.0,3.0,6.0,16.0,6.0,8.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,49188.0,38607.0,4000.0,38288.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16500,16500,16500.0, 36 months,8.49,520.79,B,B1,Technical Writer,< 1 year,RENT,55000.0,Not Verified,Dec-2015,Fully Paid,n,,,credit_card,Credit card refinancing,750xx,TX,15.54,0.0,Dec-1993,0.0,,,9.0,0.0,17345,60.2,13.0,w,0.0,0.0,18735.1626069799,18735.16,16500.0,2235.16,0.0,0.0,0.0,Jan-2019,415.29,,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,85018.0,0.0,4.0,1.0,1.0,9.0,67673.0,99.0,0.0,1.0,9131.0,75.0,28800.0,1.0,0.0,2.0,2.0,9446.0,9825.0,62.2,0.0,0.0,264.0,210.0,20.0,9.0,0.0,20.0,,9.0,,0.0,4.0,5.0,4.0,7.0,4.0,5.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,86740.0,85018.0,26000.0,57940.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000.0, 36 months,7.21,433.63,A,A3,Mangement Analyst 2,< 1 year,MORTGAGE,42000.0,Verified,Jul-2017,Current,n,,,debt_consolidation,Debt consolidation,043xx,ME,25.63,2.0,Mar-2003,2.0,22.0,,10.0,0.0,4541,34.7,38.0,w,6987.62,6987.62,8227.75,8227.75,7012.38,1215.37,0.0,0.0,0.0,Feb-2019,433.63,Mar-2019,Feb-2019,0.0,,1,Joint App,107000.0,19.24,Verified,0.0,0.0,130969.0,0.0,6.0,2.0,4.0,8.0,43366.0,82.0,0.0,0.0,0.0,73.0,13100.0,1.0,12.0,6.0,4.0,13097.0,,,0.0,0.0,144.0,122.0,34.0,8.0,3.0,,,1.0,,0.0,0.0,2.0,0.0,2.0,27.0,3.0,8.0,2.0,10.0,0.0,0.0,0.0,2.0,92.1,,0.0,0.0,196007.0,47907.0,0.0,52907.0,18664.0,Mar-2003,2.0,3.0,14.0,51.2,7.0,15.0,0.0,0.0,80.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000.0, 36 months,9.67,256.9,B,B1,Teacher,10+ years,MORTGAGE,63600.0,Verified,Jan-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,913xx,CA,22.32,0.0,Oct-1976,0.0,48.0,,16.0,0.0,12692,57.4,49.0,w,0.0,0.0,9248.3920393119,9248.39,8000.0,1248.39,0.0,0.0,0.0,Jan-2017,256.89,,Feb-2019,0.0,49.0,1,Individual,,,,0.0,0.0,425757.0,,,,,,,,,,,,22100.0,,,,0.0,30411.0,571.0,87.9,0.0,0.0,116.0,447.0,31.0,31.0,8.0,120.0,48.0,,48.0,6.0,3.0,10.0,3.0,13.0,9.0,12.0,32.0,10.0,16.0,0.0,0.0,0.0,0.0,85.7,66.7,0.0,0.0,485727.0,28587.0,4700.0,29327.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 60 months,7.97,303.94,A,A5,Carpenter,2 years,RENT,80000.0,Not Verified,Jun-2017,Fully Paid,n,,,home_improvement,Home improvement,629xx,IL,16.37,1.0,May-2003,0.0,8.0,,13.0,0.0,5041,18.5,38.0,f,0.0,0.0,16566.4299959469,16566.43,15000.0,1566.43,0.0,0.0,0.0,Nov-2018,11710.03,,Dec-2018,0.0,28.0,1,Individual,,,,0.0,0.0,207564.0,0.0,3.0,1.0,3.0,7.0,49318.0,76.0,0.0,1.0,3270.0,40.0,27200.0,2.0,7.0,4.0,5.0,15966.0,13712.0,19.3,0.0,0.0,128.0,169.0,24.0,7.0,7.0,48.0,,1.0,79.0,1.0,2.0,3.0,3.0,6.0,10.0,8.0,20.0,3.0,13.0,0.0,0.0,0.0,1.0,89.5,0.0,0.0,0.0,269038.0,54359.0,17000.0,59559.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,10.74,163.08,B,B2,walls driveway service,8 years,MORTGAGE,36000.0,Source Verified,May-2012,Fully Paid,n,,,debt_consolidation,debt consolidation,140xx,NY,22.37,0.0,Feb-2000,1.0,55.0,,16.0,0.0,8477,45.3,25.0,f,0.0,0.0,5684.0965500146,5684.1,5000.0,684.1,0.0,0.0,0.0,Jan-2014,2756.12,,Jul-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,8407.0,25.6,0.0,0.0,,,,,1.0,8.0,,1.0,,,,,,,,,,,,,,,,,33.3,0.0,0.0,,28221.0,11300.0,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000.0, 36 months,5.32,963.68,A,A1,Executive Director Patient Care Services,< 1 year,MORTGAGE,160000.0,Source Verified,Apr-2017,Current,n,,,home_improvement,Home improvement,740xx,OK,9.8,0.0,Jun-1991,0.0,,,11.0,0.0,10025,29.7,25.0,w,13053.08,13053.08,21191.5,21191.5,18946.92,2244.58,0.0,0.0,0.0,Feb-2019,963.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,445138.0,1.0,3.0,1.0,1.0,10.0,43262.0,63.0,2.0,3.0,4859.0,46.0,33700.0,0.0,2.0,2.0,5.0,40467.0,15470.0,34.7,0.0,0.0,181.0,310.0,3.0,3.0,3.0,19.0,,10.0,,0.0,3.0,6.0,3.0,7.0,11.0,6.0,11.0,6.0,11.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,521220.0,53287.0,23700.0,72494.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4500,4500,4500.0, 36 months,17.76,162.15,D,D1,driver,2 years,MORTGAGE,60000.0,Source Verified,Nov-2013,Fully Paid,n,,,home_improvement,"new roof, soffets, and paint",748xx,OK,23.04,3.0,Feb-1999,1.0,9.0,,9.0,0.0,5609,79.0,31.0,f,0.0,0.0,5837.1415147034,5837.14,4500.0,1337.14,0.0,0.0,0.0,Nov-2016,161.89,,Oct-2016,0.0,12.0,1,Individual,,,,0.0,0.0,77278.0,,,,,,,,,,,,7100.0,,,,6.0,8586.0,187.0,96.7,1.0,0.0,176.0,122.0,16.0,10.0,1.0,16.0,9.0,0.0,9.0,1.0,4.0,5.0,4.0,7.0,19.0,5.0,11.0,5.0,9.0,0.0,0.0,1.0,1.0,87.1,100.0,0.0,0.0,113458.0,17641.0,5600.0,41342.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9225,9225,9225.0, 36 months,16.29,325.65,D,D2,Store Operations Sepecialist,7 years,MORTGAGE,31000.0,Source Verified,Oct-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,380xx,TN,29.42,1.0,Dec-2007,0.0,7.0,,8.0,0.0,531,8.2,14.0,f,0.0,0.0,9789.34,9789.34,9225.0,564.34,0.0,0.0,0.0,Feb-2015,8812.39,,Feb-2015,0.0,,1,Individual,,,,0.0,50.0,29677.0,,,,,,,,,,,,6500.0,,,,4.0,3710.0,5469.0,8.8,0.0,0.0,81.0,76.0,9.0,9.0,0.0,9.0,,3.0,,0.0,2.0,2.0,4.0,4.0,6.0,5.0,7.0,2.0,8.0,0.0,0.0,0.0,2.0,92.9,0.0,0.0,0.0,45069.0,29677.0,6000.0,30268.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2000,2000,2000.0, 36 months,15.59,69.91,D,D1,Receptionist,2 years,RENT,18000.0,Not Verified,Nov-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,352xx,AL,29.35,1.0,Jul-1992,2.0,10.0,,19.0,0.0,8810,42.4,27.0,w,0.0,0.0,2491.243521335,2491.24,2000.0,491.24,0.0,0.0,0.0,Apr-2017,534.94,,Jun-2018,0.0,,1,Individual,,,,0.0,0.0,105428.0,,,,,,,,,,,,20800.0,,,,1.0,5549.0,1156.0,42.2,0.0,0.0,124.0,267.0,3.0,3.0,0.0,3.0,10.0,0.0,10.0,0.0,1.0,5.0,1.0,8.0,13.0,6.0,14.0,5.0,19.0,0.0,0.0,0.0,1.0,96.3,0.0,0.0,0.0,105963.0,105428.0,2000.0,85163.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000.0, 36 months,19.92,222.74,D,D3,Delivery driver ,< 1 year,OWN,44000.0,Source Verified,Jul-2018,Charged Off,n,,,credit_card,Credit card refinancing,276xx,NC,7.31,0.0,Jun-2015,1.0,,,5.0,0.0,2663,37.5,6.0,w,0.0,0.0,209.46,209.46,123.14,86.32,0.0,0.0,0.0,Aug-2018,222.74,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,4473.0,1.0,1.0,1.0,1.0,6.0,1810.0,91.0,0.0,4.0,748.0,49.0,7100.0,3.0,0.0,6.0,5.0,895.0,75.0,94.6,0.0,0.0,6.0,37.0,13.0,6.0,0.0,24.0,,1.0,,0.0,2.0,4.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,9100.0,4473.0,1400.0,2000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
